TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315967507.64243054,00000000-0000-0000-0000-000000012000,OTHERS,599.2479347402906,920.100158890262,MIA
315967507.74020386,00000000-0000-0000-0000-000000012000,OTHERS,599.2708349273191,919.8732319536902,MIA
315967507.8376459,00000000-0000-0000-0000-000000012000,OTHERS,599.2771162071123,919.7188105156164,MIA
315967507.9368728,00000000-0000-0000-0000-000000012000,OTHERS,599.3906093097831,919.8898608348296,MIA
315967508.03838736,00000000-0000-0000-0000-000000012000,OTHERS,599.4239506461903,919.7130412918556,MIA
315967508.1405179,00000000-0000-0000-0000-000000012000,OTHERS,599.474894680796,919.5632054563632,MIA
315967508.23242766,00000000-0000-0000-0000-000000012000,OTHERS,599.4764593317977,919.2292992951202,MIA
315967508.33992213,00000000-0000-0000-0000-000000012000,OTHERS,599.5174056680435,919.1132091855188,MIA
315967508.4317218,00000000-0000-0000-0000-000000012000,OTHERS,599.5128019572444,918.9963096460644,MIA
315967508.5360878,00000000-0000-0000-0000-000000012000,OTHERS,599.5778246882534,918.7825594940304,MIA
315967508.63524646,00000000-0000-0000-0000-000000012000,OTHERS,599.5835853205223,918.6623060998688,MIA
315967508.7418264,00000000-0000-0000-0000-000000012000,OTHERS,599.6096254384107,918.4758409540316,MIA
315967508.8488975,00000000-0000-0000-0000-000000012000,OTHERS,599.6657950317133,918.2968264798964,MIA
315967508.9482121,00000000-0000-0000-0000-000000012000,OTHERS,599.6941241379449,918.1536141995424,MIA
315967509.0461016,00000000-0000-0000-0000-000000012000,OTHERS,599.6516717679451,917.9586594552666,MIA
315967509.13959694,00000000-0000-0000-0000-000000012000,OTHERS,599.7431060592455,917.8364461224674,MIA
315967509.24178,00000000-0000-0000-0000-000000012000,OTHERS,599.7184931863354,917.554382848312,MIA
315967509.3445944,00000000-0000-0000-0000-000000012000,OTHERS,599.7911631337457,917.4514288445284,MIA
315967509.4478343,00000000-0000-0000-0000-000000012000,OTHERS,599.8389502467728,917.329891044746,MIA
315967509.5558904,00000000-0000-0000-0000-000000012000,OTHERS,599.8501653383381,917.2080180067904,MIA
315967509.6534236,00000000-0000-0000-0000-000000012000,OTHERS,599.8534464370592,916.9020701859856,MIA
315967509.75432,00000000-0000-0000-0000-000000012000,OTHERS,599.8617912873036,916.7912145119589,MIA
315967509.85810715,00000000-0000-0000-0000-000000012000,OTHERS,599.8757810975334,916.6259596282092,MIA
315967509.9572422,00000000-0000-0000-0000-000000012000,OTHERS,599.9414931215744,916.8129631815308,MIA
315967510.05890936,00000000-0000-0000-0000-000000012000,OTHERS,599.9764976924007,916.37651183893,MIA
315967510.15131056,00000000-0000-0000-0000-000000012000,OTHERS,599.9576656812139,916.2482704595068,MIA
315967510.251913,00000000-0000-0000-0000-000000012000,OTHERS,600.057232044905,916.1311660881591,MIA
315967510.3487347,00000000-0000-0000-0000-000000012000,OTHERS,600.0370869207368,915.9297322588224,MIA
315967510.45201665,00000000-0000-0000-0000-000000012000,OTHERS,600.0126984331772,915.7409515954788,MIA
315967510.5482621,00000000-0000-0000-0000-000000012000,OTHERS,600.0152591007399,915.764528461958,MIA
315967510.65007097,00000000-0000-0000-0000-000000012000,OTHERS,600.0822116467231,915.511567719346,MIA
315967510.7471379,00000000-0000-0000-0000-000000012000,OTHERS,600.1499839193152,915.3186438531052,MIA
315967510.84329176,00000000-0000-0000-0000-000000012000,OTHERS,600.127089955487,915.2498119365274,MIA
315967510.95019966,00000000-0000-0000-0000-000000012000,OTHERS,600.1013027646045,915.0817756220172,MIA
315967511.0455217,00000000-0000-0000-0000-000000012000,OTHERS,600.0922233479821,915.0191457373744,MIA
315967511.14627755,00000000-0000-0000-0000-000000012000,OTHERS,600.1684438485007,914.971025327628,MIA
315967511.2507228,00000000-0000-0000-0000-000000012000,OTHERS,600.1959943161937,914.666454037796,MIA
315967511.35146326,00000000-0000-0000-0000-000000012000,OTHERS,600.2128075370894,914.4426439563304,MIA
315967511.4466843,00000000-0000-0000-0000-000000012000,OTHERS,600.2466346998552,914.3452087604364,MIA
315967511.54975915,00000000-0000-0000-0000-000000012000,OTHERS,600.2319707798514,914.2963946506226,MIA
315967511.65371823,00000000-0000-0000-0000-000000012000,OTHERS,600.2847850895603,914.0284483066076,MIA
315967511.75529313,00000000-0000-0000-0000-000000012000,OTHERS,600.3036447618041,913.8321033473044,MIA
315967511.8535706,00000000-0000-0000-0000-000000012000,OTHERS,600.3532544421587,913.8379525700728,MIA
315967511.95180786,00000000-0000-0000-0000-000000012000,OTHERS,600.371202639364,913.5565877467676,MIA
315967512.04613066,00000000-0000-0000-0000-000000012000,OTHERS,600.3682305219927,913.2787996790212,MIA
315967512.1519522,00000000-0000-0000-0000-000000012000,OTHERS,600.3610687642871,913.3730010838892,MIA
315967512.2449918,00000000-0000-0000-0000-000000012000,OTHERS,600.4173136438043,913.1467104320157,MIA
315967512.3462837,00000000-0000-0000-0000-000000012000,OTHERS,600.4508161726964,912.7363147682138,MIA
315967512.4473298,00000000-0000-0000-0000-000000012000,OTHERS,600.4442826983659,912.6637704790004,MIA
315967512.54324704,00000000-0000-0000-0000-000000012000,OTHERS,600.4869773085921,912.564714066444,MIA
315967507.64243054,00000000-0000-0000-0000-000000012134,OTHERS,596.2394480070266,937.1567996665352,MIA
315967507.74020386,00000000-0000-0000-0000-000000012134,OTHERS,596.4315990632674,937.416766970694,MIA
315967507.8376459,00000000-0000-0000-0000-000000012134,OTHERS,596.2281765592262,936.6345749024894,MIA
315967507.9368728,00000000-0000-0000-0000-000000012134,OTHERS,596.6053836812878,936.6331036056736,MIA
315967508.03838736,00000000-0000-0000-0000-000000012134,OTHERS,596.2557879381442,936.2027492764688,MIA
315967508.1405179,00000000-0000-0000-0000-000000012134,OTHERS,596.2689426015968,935.9473748242244,MIA
315967508.23242766,00000000-0000-0000-0000-000000012134,OTHERS,596.4992704476504,936.253317665081,MIA
315967508.33992213,00000000-0000-0000-0000-000000012134,OTHERS,596.3535502533032,935.4591636613164,MIA
315967508.4317218,00000000-0000-0000-0000-000000012134,OTHERS,596.5610907455796,935.4745717398608,MIA
315967508.5360878,00000000-0000-0000-0000-000000012134,OTHERS,596.55761164914,935.5480618072764,MIA
315967508.63524646,00000000-0000-0000-0000-000000012134,OTHERS,596.7753258312373,934.89736277482,MIA
315967508.7418264,00000000-0000-0000-0000-000000012134,OTHERS,596.8112125301467,934.6076940933953,MIA
